
epfl_train_augmented/IMG00985.jpg,227.848101,5,5,5,5,5,5,4,4,4,
epfl_train_augmented/IMG00226.jpg,256.082474,6,6,5,5,5,5,5,5,5,
epfl_train_augmented/IMG01013.jpg,153.707865,3,3,3,3,3,3,3,3,3,
epfl_train_augmented/IMG00166.jpg,244.403670,5,5,5,5,5,5,5,5,5,
epfl_train_augmented/IMG01633.jpg,329.079755,7,7,7,7,7,7,7,7,6,
epfl_train_augmented/IMG00876.jpg,341.772152,0,7,7,7,7,7,7,7,7,
epfl_train_augmented/IMG00013.jpg,138.715596,3,3,3,3,3,3,2,2,2,
epfl_train_augmented/IMG02179.jpg,312.352941,7,7,7,7,6,6,6,6,6,
epfl_train_augmented/IMG01789.jpg,23.225806,1,0,0,0,0,0,0,0,0,
epfl_train_augmented/IMG01187.jpg,171.147541,4,4,4,3,3,3,3,3,3,
epfl_train_augmented/IMG01416.jpg,191.803279,4,4,4,4,4,4,4,3,3,
epfl_train_augmented/IMG02205.jpg,93.333333,2,2,2,2,2,2,1,1,1,
epfl_train_augmented/IMG00626.jpg,337.090909,7,7,7,7,7,7,7,7,7,
epfl_train_augmented/IMG00412.jpg,0.000000,0,0,0,0,0,7,7,7,7,
epfl_train_augmented/IMG02116.jpg,230.294118,5,5,5,5,5,5,4,4,4,
epfl_train_augmented/IMG00187.jpg,211.376147,5,5,4,4,4,4,4,4,4,
epfl_train_augmented/IMG00538.jpg,144.000000,3,3,3,3,3,3,3,2,2,
epfl_train_augmented/IMG01251.jpg,76.721311,2,2,1,1,1,1,1,1,1,
epfl_train_augmented/IMG02157.jpg,283.235294,6,6,6,6,6,6,6,6,5,
epfl_train_augmented/IMG01309.jpg,351.147541,0,0,0,7,7,7,7,7,7,
epfl_train_augmented/IMG00707.jpg,206.181818,5,4,4,4,4,4,4,4,4,
epfl_train_augmented/IMG00371.jpg,348.865979,0,0,0,7,7,7,7,7,7,
epfl_train_augmented/IMG00141.jpg,287.339450,6,6,6,6,6,6,6,6,5,
epfl_train_augmented/IMG01697.jpg,258.404908,6,6,6,5,5,5,5,5,5,
epfl_train_augmented/IMG00599.jpg,41.142857,1,1,1,1,0,0,0,0,0,
epfl_train_augmented/IMG02082.jpg,185.294118,4,4,4,4,4,4,3,3,3,
epfl_train_augmented/IMG00320.jpg,81.649485,2,2,2,1,1,1,1,1,1,
epfl_train_augmented/IMG01967.jpg,31.764706,1,1,0,0,0,0,0,0,0,
epfl_train_augmented/IMG01775.jpg,50.322581,1,1,1,1,1,1,0,0,0,
epfl_train_augmented/IMG01754.jpg,89.032258,2,2,2,2,2,1,1,1,1,
epfl_train_augmented/IMG00027.jpg,115.596330,3,2,2,2,2,2,2,2,2,
epfl_train_augmented/IMG01557.jpg,53.006135,1,1,1,1,1,1,1,0,0,
epfl_train_augmented/IMG01791.jpg,19.354839,0,0,0,0,0,0,0,0,0,
epfl_train_augmented/IMG01339.jpg,306.885246,7,7,7,6,6,6,6,6,6,
epfl_train_augmented/IMG00580.jpg,72.000000,2,1,1,1,1,1,1,1,1,
